code,name_en,sector_33,sector_17
4424,"Amazia,inc.",Information & Communication,"IT & SERVICES, OTHERS"
4425,Kudan Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4426,"Passlogy Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
4427,"EduLab,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4428,sinops Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4429,"Ricksoft Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
442A,"Classico,Inc.",Textiles and Apparels,RAW MATERIALS & CHEMICALS
4430,"TOKAI SOFT CO.,LTD.",Information & Communication,"IT & SERVICES, OTHERS"
4431,"Smaregi,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4432,WingArc1st Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4433,"HITO-Communications Holdings,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4434,"Serverworks Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
4436,"MINKABU THE INFONOID,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4437,"gooddays holdings,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4438,Welby Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4439,"TOUMEI CO.,LTD.",Information & Communication,"IT & SERVICES, OTHERS"
4440,WITZ Corporation,Information & Communication,"IT & SERVICES, OTHERS"
4441,Tobila Systems Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4442,"VALTES HOLDINGS CO.,LTD.",Information & Communication,"IT & SERVICES, OTHERS"
4443,"Sansan,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4444,infoNet inc.,Information & Communication,"IT & SERVICES, OTHERS"
4445,Living Technologies Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4446,Link-U Group Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4447,"PBsystems,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4448,"kubell Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
4449,giftee Inc.,Information & Communication,"IT & SERVICES, OTHERS"
444A,"Aitel Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
4450,"Power Solutions,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
4452,Kao Corporation,Chemicals,RAW MATERIALS & CHEMICALS
445A,TOYO Corporation,Real Estate,REAL ESTATE
4461,DKS Co.Ltd.,Chemicals,RAW MATERIALS & CHEMICALS
4462,"ISHIHARA CHEMICAL CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4463,"NICCA CHEMICAL CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4464,SOFT99corporation,Chemicals,RAW MATERIALS & CHEMICALS
4465,"Niitaka Co., Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
446A,"Northsand,Inc.",Services,"IT & SERVICES, OTHERS"
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4475,HENNGE K.K.,Information & Communication,"IT & SERVICES, OTHERS"
4476,AI CROSS Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4477,"BASE,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4478,freee K.K.,Information & Communication,"IT & SERVICES, OTHERS"
4479,"Makuake,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4480,"MEDLEY,INC.",Information & Communication,"IT & SERVICES, OTHERS"
4481,"BASE CO.,LTD.",Information & Communication,"IT & SERVICES, OTHERS"
4482,WILLs Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4483,JMDC Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4484,"LANCERS,INC.",Information & Communication,"IT & SERVICES, OTHERS"
4486,Unite and Grow Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4487,"Spacemarket,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4488,AI inside Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4490,VisasQ Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4491,"Computer Management Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
4492,GENETEC CORPORATION,Information & Communication,"IT & SERVICES, OTHERS"
4493,"Cyber Security Cloud,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4494,Vario Secure Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4495,"i Cubed Systems,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4496,Commerce One Holdings Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4498,"Cybertrust Japan Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
4499,"Speee,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4502,Takeda Pharmaceutical Company Limited,Pharmaceutical,PHARMACEUTICAL
4503,Astellas Pharma Inc.,Pharmaceutical,PHARMACEUTICAL
4506,"Sumitomo Pharma Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4507,"Shionogi & Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4512,"WAKAMOTO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
4516,"Nippon Shinyaku Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4519,"CHUGAI PHARMACEUTICAL CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
4521,"KAKEN PHARMACEUTICAL CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
4523,"Eisai Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4524,"MORISHITA JINTAN CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
4526,"RIKEN VITAMIN CO.,LTD.",Foods,FOODS
4527,"ROHTO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
4528,"ONO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
4530,"HISAMITSU PHARMACEUTICAL CO.,INC.",Pharmaceutical,PHARMACEUTICAL
4531,"Yuki Gosei Kogyo Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
4534,"Mochida Pharmaceutical Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4536,"SANTEN PHARMACEUTICAL CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
4538,"Fuso Pharmaceutical Industries,Ltd.",Pharmaceutical,PHARMACEUTICAL
4539,"NIPPON CHEMIPHAR CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
4540,TSUMURA & CO.,Pharmaceutical,PHARMACEUTICAL
4543,TERUMO CORPORATION,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
4544,"H.U. Group Holdings,Inc.",Services,"IT & SERVICES, OTHERS"
4547,"KISSEI PHARMACEUTICAL CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
4548,SEIKAGAKU CORPORATION,Pharmaceutical,PHARMACEUTICAL
4549,"EIKEN CHEMICAL CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
4552,"JCR Pharmaceuticals Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4553,"TOWA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
4554,"Fuji Pharma Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4556,"KAINOS Laboratories,Inc.",Pharmaceutical,PHARMACEUTICAL
4558,"CHUKYO IYAKUHIN CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
4559,"ZERIA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
455A,Value Soft Holdings Corporation,Information & Communication,"IT & SERVICES, OTHERS"
4563,"AnGes,Inc.",Pharmaceutical,PHARMACEUTICAL
4564,"OncoTherapy Science,Inc.",Pharmaceutical,PHARMACEUTICAL
4565,"Nxera Pharma Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4568,"DAIICHI SANKYO COMPANY,LIMITED",Pharmaceutical,PHARMACEUTICAL
4569,"KYORIN Pharmaceutical Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
456A,HUMAN MADE Inc.,Retail Trade,RETAIL TRADE
4570,"Immuno-Biological Laboratories Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4571,"Nano Holdings,Inc.",Pharmaceutical,PHARMACEUTICAL
4572,"Carna Biosciences,Inc.",Pharmaceutical,PHARMACEUTICAL
4574,"TAIKO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
4575,"CanBas Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4576,"D.Western Therapeutics Institute, Inc.",Pharmaceutical,PHARMACEUTICAL
4577,"Daito Pharmaceutical Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4578,"Otsuka Holdings Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4579,RaQualia Pharma Inc.,Pharmaceutical,PHARMACEUTICAL
457A,"Le Lien Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
4582,SymBio Pharmaceuticals Limited,Pharmaceutical,PHARMACEUTICAL
4583,Chiome Bioscience Inc.,Pharmaceutical,PHARMACEUTICAL
4584,Kidswell Bio Corporation,Pharmaceutical,PHARMACEUTICAL
4586,"Medrx Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4587,PeptiDream Inc.,Pharmaceutical,PHARMACEUTICAL
4588,Oncolys BioPharma Inc.,Pharmaceutical,PHARMACEUTICAL
458A,"PLAN DO Co.,Ltd.",Real Estate,REAL ESTATE
4591,RIBOMIC Inc.,Pharmaceutical,PHARMACEUTICAL
4592,SanBio Company Limited,Pharmaceutical,PHARMACEUTICAL
4593,HEALIOS K.K.,Pharmaceutical,PHARMACEUTICAL
4594,"BrightPath Biotherapeutics Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4595,"MIZUHO MEDY CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
4596,"Kubota Pharmaceutical Holdings Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4597,Solasia Pharma K.K.,Pharmaceutical,PHARMACEUTICAL
4598,"Delta-Fly Pharma,Inc.",Pharmaceutical,PHARMACEUTICAL
4599,StemRIM Inc.,Pharmaceutical,PHARMACEUTICAL
460A,BRANU Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4611,"Dai Nippon Toryo Company,Limited",Chemicals,RAW MATERIALS & CHEMICALS
4612,"NIPPON PAINT HOLDINGS CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4613,"KANSAI PAINT CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4615,"SHINTO PAINT COMPANY,LIMITED",Chemicals,RAW MATERIALS & CHEMICALS
4616,"KAWAKAMI PAINT MANUFACTURING CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4617,"Chugoku Marine Paints,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
4619,"Nihon Tokushu Toryo Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
4620,"FUJIKURA KASEI CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4623,ASAHIPEN CORPORATION,Chemicals,RAW MATERIALS & CHEMICALS
4624,"Isamu Paint Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
4625,"ATOMIX CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4626,"TAIYO HOLDINGS CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4627,"NATOCO CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4628,"SK KAKEN CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4629,"DAISHIN CHEMICAL CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
462A,"FUNDINNO,INC.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
4631,DIC Corporation,Chemicals,RAW MATERIALS & CHEMICALS
4633,SAKATA INX CORPORATION,Chemicals,RAW MATERIALS & CHEMICALS
4634,"artience Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
4635,"TOKYO PRINTING INK MFG.CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
463A,"INTELLEX HOLDINGS Co.,Ltd.",Real Estate,REAL ESTATE
4641,Altech Corporation,Services,"IT & SERVICES, OTHERS"
4642,"ORIGINAL ENGINEERING CONSULTANTS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4644,"Imagineer Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
4645,"ICHISHIN HOLDINGS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
464A,QPS Holdings Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4650,"SD ENTERTAINMENT,Inc.",Services,"IT & SERVICES, OTHERS"
4651,SANIX HOLDINGS INCORPORATED,Services,"IT & SERVICES, OTHERS"
4657,"ENVIRONMENTAL CONTROL CENTER CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4658,"Nippon Air Conditioning Services Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
4659,"AJIS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4661,"ORIENTAL LAND CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4662,Focus Systems Corporation,Information & Communication,"IT & SERVICES, OTHERS"
4664,JAPAN RELIANCE SERVICE CORPORATION,Services,"IT & SERVICES, OTHERS"
4665,"DUSKIN CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4666,"PARK24 Co.,Ltd.",Real Estate,REAL ESTATE
4667,"AISAN TECHNOLOGY CO.,LTD.",Information & Communication,"IT & SERVICES, OTHERS"
4668,"MEIKO NETWORK JAPAN CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4671,"FALCO HOLDINGS Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
4673,"Kawasaki Geological Engineering Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
4674,CRESCO LTD.,Information & Communication,"IT & SERVICES, OTHERS"
4676,"FUJI MEDIA HOLDINGS,INC.",Information & Communication,"IT & SERVICES, OTHERS"
4678,"SHUEI YOBIKO Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
4679,"TAYA Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
4680,ROUND ONE Corporation,Services,"IT & SERVICES, OTHERS"
4681,"RESORTTRUST,INC.",Services,"IT & SERVICES, OTHERS"
4684,"OBIC Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
4685,"Ryoyu Systems Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
4686,JUSTSYSTEMS CORPORATION,Information & Communication,"IT & SERVICES, OTHERS"
4687,TDC SOFT Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4689,LY Corporation,Information & Communication,"IT & SERVICES, OTHERS"
4690,"NIPPON PALLET POOL CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4691,WASHINGTON HOTEL CORPORATION,Services,"IT & SERVICES, OTHERS"
4694,"BML,INC.",Services,"IT & SERVICES, OTHERS"
469A,Fitcrew Inc.,Services,"IT & SERVICES, OTHERS"
4704,Trend Micro Incorporated,Information & Communication,"IT & SERVICES, OTHERS"
4705,CLIP Corporation,Services,"IT & SERVICES, OTHERS"
4707,KITAC CORPORATION,Services,"IT & SERVICES, OTHERS"
4709,ID Holdings Corporation,Information & Communication,"IT & SERVICES, OTHERS"
470A,"LOCAL,Inc.",Retail Trade,RETAIL TRADE
4712,"KeyHolder,Inc.",Services,"IT & SERVICES, OTHERS"
4714,RISO KYOIKU GROUP CORPORATION,Services,"IT & SERVICES, OTHERS"
4716,ORACLE CORPORATION JAPAN,Information & Communication,"IT & SERVICES, OTHERS"
4718,"WASEDA ACADEMY CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4719,ALPHA SYSTEMS INC.,Information & Communication,"IT & SERVICES, OTHERS"
471A,"NS Group,Inc.",Other Financing Business,FINANCIALS (EX BANKS)
4720,"JOHNAN ACADEMIC PREPARATORY INSTITUTE,INC.",Services,"IT & SERVICES, OTHERS"
4722,Future Corporation,Information & Communication,"IT & SERVICES, OTHERS"
4725,CAC Holdings Corporation,Information & Communication,"IT & SERVICES, OTHERS"
4728,"TOSE CO.,LTD.",Information & Communication,"IT & SERVICES, OTHERS"
472A,"Mirrativ,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4732,"USS Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
4733,"OBIC BUSINESS CONSULTANTS CO.,LTD.",Information & Communication,"IT & SERVICES, OTHERS"
4735,"KYOSHIN CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4736,Nippon RAD Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4743,ITFOR Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4746,"Toukei Computer Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
4750,"DAISAN CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4751,"CyberAgent,Inc.",Services,"IT & SERVICES, OTHERS"
4752,SHOWA SYSTEM ENGINEERING CORPORATION,Information & Communication,"IT & SERVICES, OTHERS"
4754,TOSNET CORPORATION,Services,"IT & SERVICES, OTHERS"
4755,"Rakuten Group,Inc.",Services,"IT & SERVICES, OTHERS"
475A,"GIMIC Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
4760,"ALPHA CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4761,SAKURA KCS Corporation,Information & Communication,"IT & SERVICES, OTHERS"
4762,XNET Corporation,Information & Communication,"IT & SERVICES, OTHERS"
4763,"CREEK & RIVER Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
4765,"SBI Global Asset Management Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
4766,"PA Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
4767,"TOW CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4768,OTSUKA CORPORATION,Information & Communication,"IT & SERVICES, OTHERS"
4769,"IC CO.,LTD.",Information & Communication,"IT & SERVICES, OTHERS"
476A,"Tsuji Hongo IT Consulting Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
4771,"F&M CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4772,"SM ENTERTAINMENT JAPAN Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
4776,"Cybozu,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4777,GALA INCORPORATED,Information & Communication,"IT & SERVICES, OTHERS"
477A,"Startline CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4783,"NCD Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
4784,"GMO internet,Inc.",Services,"IT & SERVICES, OTHERS"
478A,Hutzper Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4792,"YAMADA Consulting Group Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
479A,PRONI Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4800,Oricon Inc.,Information & Communication,"IT & SERVICES, OTHERS"
4801,"CENTRAL SPORTS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4809,Paraca Inc.,Real Estate,REAL ESTATE
480A,"LiB Consulting Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
4811,DreamArts Corporation,Information & Communication,"IT & SERVICES, OTHERS"
4812,DENTSU SOKEN INC.,Information & Communication,"IT & SERVICES, OTHERS"
4813,"ACCESS CO.,LTD.",Information & Communication,"IT & SERVICES, OTHERS"
4814,Nextware Ltd.,Information & Communication,"IT & SERVICES, OTHERS"
4816,"TOEI ANIMATION CO.,LTD.",Information & Communication,"IT & SERVICES, OTHERS"
4819,"Digital Garage,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
481A,"JSecurity,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4820,"EM SYSTEMS CO.,LTD.",Information & Communication,"IT & SERVICES, OTHERS"
4825,WEATHERNEWS INC.,Information & Communication,"IT & SERVICES, OTHERS"
4826,"Computer Institute of Japan, Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
4828,Business Engineering Corporation,Information & Communication,"IT & SERVICES, OTHERS"
4829,"Nihon Enterprise Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
4832,"JFE Systems, Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4833,"Def consulting,inc.",Services,"IT & SERVICES, OTHERS"
4838,SPACE SHOWER SKIYAKI HOLDINGS INC.,Information & Communication,"IT & SERVICES, OTHERS"
4839,WOWOW INC.,Information & Communication,"IT & SERVICES, OTHERS"
483A,"Tera Technology,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4840,TriIs Incorporated,Services,"IT & SERVICES, OTHERS"
4845,"Scala,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
4847,INTELLIGENT WAVE INC.,Information & Communication,"IT & SERVICES, OTHERS"
4848,"FULLCAST HOLDINGS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
4849,en Inc.,Services,"IT & SERVICES, OTHERS"
484A,"NewsedTech Co.,Ltd.",Retail Trade,RETAIL TRADE
485A,"PowerX,Inc.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
4875,"MediciNova,Inc.",Pharmaceutical,PHARMACEUTICAL
4880,"CellSource Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4881,FunPep Company Limited,Pharmaceutical,PHARMACEUTICAL
4882,Perseus Proteomics Inc.,Pharmaceutical,PHARMACEUTICAL
4883,Modalis Therapeutics Corporation,Pharmaceutical,PHARMACEUTICAL
4884,"Kringle Pharma,Inc.",Pharmaceutical,PHARMACEUTICAL
4885,MUROMACHI CHEMICALS INC.,Pharmaceutical,PHARMACEUTICAL
4886,"ASKA Pharmaceutical Holdings Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4887,"SAWAI GROUP HOLDINGS Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4888,STELLA PHARMA CORPORATION,Pharmaceutical,PHARMACEUTICAL
4889,Renascience Inc.,Pharmaceutical,PHARMACEUTICAL
4890,Tsubota Laboratory Incorporated,Pharmaceutical,PHARMACEUTICAL
4891,"TMS Co.,Ltd.",Pharmaceutical,PHARMACEUTICAL
4892,Cyfuse Biomedical K.K.,Pharmaceutical,PHARMACEUTICAL
4893,Noile-Immune Biotech Inc.,Pharmaceutical,PHARMACEUTICAL
4894,Cuorips Inc.,Pharmaceutical,PHARMACEUTICAL
4896,"K Pharma,Inc.",Pharmaceutical,PHARMACEUTICAL
4901,FUJIFILM Holdings Corporation,Chemicals,RAW MATERIALS & CHEMICALS
4902,"KONICA MINOLTA,INC.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
490A,"SENSE TRUST Co.,Ltd.",Real Estate,REAL ESTATE
4911,"Shiseido Company,Limited",Chemicals,RAW MATERIALS & CHEMICALS
4912,Lion Corporation,Chemicals,RAW MATERIALS & CHEMICALS
4914,TAKASAGO INTERNATIONAL CORPORATION,Chemicals,RAW MATERIALS & CHEMICALS
4917,MANDOM CORPORATION,Chemicals,RAW MATERIALS & CHEMICALS
4918,IVY COSMETICS CORPORATION,Chemicals,RAW MATERIALS & CHEMICALS
4919,"Milbon Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
4920,"Nippon Shikizai,Inc.",Chemicals,RAW MATERIALS & CHEMICALS
4922,KOSE Holdings Corporation,Chemicals,RAW MATERIALS & CHEMICALS
4923,"COTA CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4925,"HABA LABORATORIES,INC.",Chemicals,RAW MATERIALS & CHEMICALS
4926,"C'BON COSMETICS Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
4927,POLA ORBIS HOLDINGS INC.,Chemicals,RAW MATERIALS & CHEMICALS
4928,"Noevir Holdings Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
4929,"ADJUVANT HOLDINGS CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4931,"Shinnihonseiyaku Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
4932,"ALMADO,INC.",Chemicals,RAW MATERIALS & CHEMICALS
4933,"I-ne CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4934,"Premier Anti-Aging Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
4935,"LIBERTA CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4936,AXXZIA Inc.,Chemicals,RAW MATERIALS & CHEMICALS
4937,Waqoo Inc.,Chemicals,RAW MATERIALS & CHEMICALS
4951,S.T.CORPORATION,Chemicals,RAW MATERIALS & CHEMICALS
4956,"KONISHI CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4957,"YASUHARA CHEMICAL CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4958,"T.HASEGAWA CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4960,"CHEMIPRO KASEI KAISHA,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4966,"C.Uyemura & Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
4967,"KOBAYASHI PHARMACEUTICAL CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4968,"ARAKAWA CHEMICAL INDUSTRIES,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4970,"Toyo Gosei Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
4971,MEC COMPANY LTD.,Chemicals,RAW MATERIALS & CHEMICALS
4972,"Soken Chemical & Engineering Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
4973,"JAPAN PURE CHEMICAL CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4974,TAKARA BIO INC.,Chemicals,RAW MATERIALS & CHEMICALS
4975,JCU CORPORATION,Chemicals,RAW MATERIALS & CHEMICALS
4976,"TOYO DRILUBE CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
4977,Nitta Gelatin Inc.,Chemicals,RAW MATERIALS & CHEMICALS
4978,ReproCELL Incorporated,Chemicals,RAW MATERIALS & CHEMICALS
4979,"OAT Agrio Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
4980,Dexerials Corporation,Chemicals,RAW MATERIALS & CHEMICALS
